Name,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Randolph Morris,,,NBA,,74,2,5.9,0.7,1.6,.426,0.0,0.0,,0.7,1.6,.426,.426,0.5,0.9,.545,0.4,1.0,1.4,0.1,0.2,0.1,0.4,1.4,1.9
Terence Morris,,,NBA,,139,12,13.9,1.5,3.7,.407,0.2,0.8,.196,1.3,2.9,.465,.428,0.2,0.3,.711,0.9,1.8,2.7,0.7,0.3,0.4,0.6,0.9,3.4
Adam Morrison,,,NBA,,161,28,20.4,2.9,7.8,.373,0.8,2.3,.331,2.1,5.4,.391,.423,0.9,1.2,.710,0.5,1.6,2.1,1.4,0.2,0.1,1.1,1.7,7.5
John Morrison,,,ABA,,9,,8.4,1.1,3.8,.294,0.1,0.7,.167,1.0,3.1,.321,.309,0.7,1.0,.667,,,1.0,0.8,1.0,1.7,3.0
Mike Morrison,,,NBA,,36,1,4.3,0.6,1.9,.338,0.1,0.2,.286,0.6,1.7,.344,.353,0.7,0.8,.800,0.2,0.4,0.6,0.3,0.1,0.0,0.6,0.6,2.0
Red Morrison,,,NBA,,155,,14.3,1.4,3.5,.396,,,,,,,,0.8,1.3,.572,5.3,0.9,2.5,3.6,,,,,
Anthony Morrow,,,NBA,,564,142,21.8,3.5,7.8,.447,1.4,3.4,.417,2.0,4.3,.470,.539,1.1,1.2,.880,0.5,1.6,2.2,0.9,0.6,0.1,0.7,1.6,9.4
Dwayne Morton,,,NBA,,41,6,9.6,1.2,3.1,.388,0.2,0.6,.360,1.0,2.5,.394,.422,1.4,2.1,.682,0.5,0.9,1.4,0.4,0.3,0.4,0.7,1.1,4.1
John Morton,,,NBA,,128,5,14.7,1.6,4.1,.386,0.1,0.5,.224,1.5,3.7,.406,.399,1.5,1.9,.787,0.4,0.8,1.3,2.7,0.7,0.2,1.5,1.3,4.8
Richard Morton,,,NBA,,2,0,5.5,1.5,2.0,.750,0.0,0.0,,1.5,2.0,.750,.750,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,3.0
Glenn Mosley,,,NBA,,32,,7.6,1.1,2.8,.409,,,,,,,,0.8,1.4,.578,0.8,1.3,2.2,0.7,0.3,0.3,0.8,1.3,3.1
Perry Moss,,,NBA,,136,0,12.6,1.5,3.7,.415,0.1,0.3,.174,1.5,3.3,.439,.423,0.8,1.2,.722,0.5,1.1,1.5,1.5,0.7,0.1,1.0,1.7,3.9
Lawrence Moten,,,NBA,,119,21,15.2,2.4,5.9,.408,0.5,1.7,.299,1.9,4.2,.450,.450,1.0,1.5,.652,0.7,0.8,1.5,1.5,0.6,0.3,1.1,1.2,6.3
Donatas Motiejunas,,,NBA,,248,101,18.4,2.9,6.3,.469,0.5,1.6,.300,2.4,4.6,.529,.508,1.0,1.7,.600,1.2,2.6,3.8,1.1,0.5,0.3,1.1,2.1,7.4
Johnathan Motley,,,NBA,,11,4,16.0,3.6,6.8,.533,0.1,0.5,.167,3.5,6.3,.565,.540,1.4,2.5,.536,1.3,3.2,4.5,0.6,0.3,0.2,0.8,1.6,8.7
Hanno Mottola,,,NBA,,155,17,15.2,1.9,4.3,.442,0.0,0.1,.063,1.9,4.2,.451,.443,0.8,1.1,.783,0.8,2.0,2.9,0.5,0.2,0.2,0.9,2.2,4.6
Arnett Moultrie,,,NBA,,59,2,12.4,1.6,2.9,.547,0.0,0.0,,1.6,2.9,.547,.547,0.4,0.6,.667,1.5,1.6,3.1,0.2,0.4,0.2,0.4,1.1,3.6
Rick Mount,,,ABA,,283,,22.6,4.6,10.6,.433,0.4,1.3,.317,4.2,9.2,.450,.453,2.2,2.6,.820,0.6,1.1,1.7,2.4,0.7,0.1,1.5,2.3,11.8
Alonzo Mourning,,,NBA,,838,686,31.0,6.1,11.6,.527,0.0,0.1,.247,6.1,11.5,.530,.529,4.8,7.0,.692,2.6,5.9,8.5,1.1,0.5,2.8,2.6,3.4,17.1
Timofey Mozgov,,,NBA,,454,273,18.0,2.7,5.1,.535,0.0,0.1,.190,2.7,4.9,.543,.537,1.3,1.8,.738,1.7,3.2,4.9,0.6,0.3,0.8,1.2,2.2,6.8
Chuck Mrazovich,,,NBA,,25,,,1.1,3.2,.350,,,,,,,,1.2,1.9,.604,1.6,0.5,2.1,3.4
Emmanuel Mudiay,,,NBA,,206,133,25.1,4.0,10.5,.381,1.0,3.0,.322,3.0,7.5,.404,.427,2.0,2.7,.733,0.5,2.5,3.0,4.1,0.8,0.3,2.4,1.7,11.0
Erwin Mueller,,,TOT,,445,,21.9,2.9,6.9,.426,0.0,0.0,,2.9,6.9,.426,.426,1.5,2.4,.623,0.9,1.7,4.7,2.0,0.0,0.0,1.3,2.1,7.4
Shabazz Muhammad,,,NBA,,278,16,17.2,3.4,7.2,.473,0.4,1.4,.319,2.9,5.8,.510,.504,1.8,2.4,.751,1.1,1.7,2.8,0.5,0.3,0.1,0.7,1.0,9.0
Joe Mullaney,,,NBA,,37,,,0.2,1.9,.129,,,,,,,,0.3,0.4,.800,,1.4,0.8,0.8
Bob Mullens,,,BAA,,54,,,2.3,8.2,.281,,,,,,,,1.2,1.9,.627,,1.0,1.7,5.8,,,,,
Byron Mullens,,,NBA,,189,66,18.2,2.9,7.2,.408,0.6,1.8,.319,2.4,5.4,.438,.448,0.9,1.3,.706,1.1,3.1,4.2,0.8,0.4,0.5,1.0,1.8,7.4
Chris Mullin,,,NBA,,986,822,32.6,6.8,13.4,.509,0.8,2.2,.384,6.0,11.3,.533,.540,3.7,4.2,.865,1.0,3.1,4.1,3.5,1.6,0.6,2.3,2.1,18.2
Jeff Mullins,,,NBA,,804,,30.6,6.7,14.5,.463,,,,,,,,2.8,3.4,.814,0.8,1.7,4.3,3.8,0.8,0.2,2.7,16.2,
Todd Mundt,,,NBA,,33,0,4.6,0.5,1.2,.390,0.0,0.0,,0.5,1.2,.390,.390,0.2,0.2,.625,0.3,0.5,0.8,0.1,0.1,0.2,0.1,0.9,1.1
Xavier Munford,,,NBA,,20,0,13.3,1.7,4.2,.398,0.5,1.3,.360,1.2,2.9,.414,.452,0.4,0.8,.500,0.2,1.4,1.6,1.3,0.7,0.2,0.9,1.5,4.2
Chris Munk,,,NBA,,11,0,2.6,0.3,0.6,.429,0.0,0.0,,0.3,0.6,.429,.429,0.6,1.1,.583,0.5,0.8,1.3,0.1,0.1,0.2,0.5,0.5,1.2
George Munroe,,,BAA,,80,,,2.4,8.9,.268,,,,,,,,1.3,2.0,.648,,0.3,1.4,6.1,,,,,
Eric Murdock,,,NBA,,508,224,23.4,3.7,8.5,.438,0.6,1.7,.343,3.1,6.8,.462,.473,2.1,2.6,.786,0.7,1.8,2.5,4.9,1.6,0.1,2.0,1.9,10.1
Gheorghe Muresan,,,NBA,,307,207,21.9,4.1,7.2,.573,0.0,0.0,.000,4.1,7.2,.574,.573,1.6,2.5,.644,2.1,4.2,6.4,0.5,0.6,1.5,1.5,3.1,9.8
Allen Murphy,,,TOT,,31,,8.6,1.4,3.8,.370,0.0,0.0,.000,1.4,3.8,.373,.370,1.0,1.4,.682,0.9,0.8,1.6,0.4,0.3,0.3,0.9,1.8,3.8
Calvin Murphy,,,NBA,,1002,0,30.5,7.2,15.0,.482,0.0,0.3,.139,7.2,14.9,.484,.483,3.4,3.9,.892,0.7,1.3,2.1,4.4,1.5,0.1,1.9,3.2,17.9
Dick Murphy,,,BAA,,31,,,0.5,2.4,.200,,,,,,,,0.1,0.3,.444,,0.3,0.5,1.1,,,,,
Erik Murphy,,,NBA,,24,0,2.6,0.1,0.5,.231,0.0,0.1,.000,0.1,0.4,.300,.231,0.0,0.0,,0.1,0.3,0.3,0.1,0.0,0.2,0.1,0.3,0.3
Jay Murphy,,,NBA,,67,0,6.5,0.9,2.8,.332,0.0,0.0,.000,0.9,2.8,.337,.332,0.5,0.8,.607,0.5,1.1,1.7,0.2,0.1,0.1,0.4,0.9,2.4
John Murphy,,,BAA,,20,,,0.6,2.0,.275,,,,,,,,0.5,0.8,.667,,0.0,0.4,1.6,,,,,
Kevin Murphy,,,NBA,,17,0,3.1,0.4,1.6,.250,0.1,0.3,.200,0.4,1.4,.261,.268,0.0,0.0,,0.0,0.2,0.2,0.1,0.1,0.0,0.2,0.2,0.9
Ronnie Murphy,,,NBA,,18,0,4.9,0.8,2.7,.286,0.1,0.2,.250,0.7,2.5,.289,.296,0.4,0.6,.636,0.3,0.3,0.6,0.3,0.3,0.1,0.4,0.8,2.0
Tod Murphy,,,NBA,,191,81,21.3,2.1,4.6,.454,0.1,0.3,.290,2.0,4.2,.467,.464,1.3,1.8,.679,1.8,3.1,4.9,1.0,0.6,0.5,0.6,2.0,5.5
Troy Murphy,,,NBA,,729,482,27.3,3.9,8.8,.445,0.8,2.2,.388,3.1,6.6,.464,.493,2.1,2.7,.785,1.9,5.9,7.8,1.5,0.7,0.4,1.2,2.6,10.8
Dejounte Murray,,,NBA,,119,56,17.4,2.7,6.1,.441,0.2,0.5,.316,2.5,5.6,.452,.454,1.1,1.5,.708,1.0,3.2,4.2,2.3,0.9,0.3,1.4,1.5,6.6
Jamal Murray,,,NBA,,187,113,27.6,5.0,11.7,.430,1.7,4.8,.354,3.3,6.8,.483,.503,2.1,2.4,.891,0.8,2.5,3.3,3.0,0.8,0.3,1.8,1.9,13.9
Ken Murray,,,NBA,,181,,18.4,3.0,8.9,.335,,,,,,,,2.1,2.9,.747,3.3,2.7,1.9,8.1,,,,,
Lamond Murray,,,NBA,,736,364,25.1,4.3,9.9,.430,0.7,2.0,.360,3.5,7.9,.447,.466,2.0,2.7,.759,1.3,2.8,4.1,1.3,0.9,0.4,1.6,2.0,11.3
Ronald Murray,,,NBA,,487,92,22.7,3.7,9.0,.414,0.7,2.2,.304,3.0,6.7,.450,.452,1.8,2.5,.725,0.4,1.7,2.1,2.3,0.8,0.2,1.5,1.6,9.9
Tracy Murray,,,NBA,,659,80,18.4,3.3,7.7,.430,1.1,2.9,.388,2.2,4.7,.457,.504,1.3,1.5,.829,0.8,1.7,2.5,0.8,0.5,0.2,0.9,1.7,9.0
Willie Murrell,,,ABA,,228,,29.6,5.5,11.8,.466,0.1,0.2,.304,5.4,11.6,.469,.468,2.1,2.9,.719,2.0,4.5,7.3,1.0,1.7,2.8,13.1,,
Dorie Murrey,,,NBA,,357,,12.6,1.7,3.9,.425,,,,,,,,1.4,2.1,.679,4.4,0.6,2.3,4.7,,,,,
Toure' Murry,,,NBA,,56,0,7.0,1.0,2.4,.433,0.1,0.2,.417,0.9,2.2,.434,.451,0.4,0.7,.610,0.3,0.6,0.8,0.9,0.4,0.0,0.7,0.9,2.6
Dzanan Musa,,,NBA,,7,0,3.7,0.9,2.0,.429,0.0,0.9,.000,0.9,1.1,.750,.429,0.0,0.3,.000,0.1,0.3,0.4,0.1,0.3,0.0,0.4,0.1,1.7
Mike Muscala,,,NBA,,263,20,15.4,2.1,4.3,.479,0.6,1.6,.371,1.5,2.7,.544,.549,0.8,1.0,.846,1.0,2.3,3.3,0.9,0.4,0.5,0.7,1.5,5.6
Angelo Musi,,,BAA,,161,,,3.5,11.9,.290,,,,,,,,1.5,2.0,.771,,0.7,1.8,8.4
Jerrod Mustaf,,,NBA,,179,19,10.6,1.6,3.5,.449,0.0,0.0,.000,1.6,3.5,.450,.449,0.8,1.3,.648,0.8,1.7,2.5,0.6,0.3,0.3,0.8,1.3,4.0
Dikembe Mutombo,,,NBA,,1196,997,30.8,3.5,6.7,.518,0.0,0.0,.000,3.5,6.7,.518,.518,2.8,4.1,.684,3.2,7.1,10.3,1.0,0.4,2.8,1.8,2.8,9.8
Martin Muursepp,,,NBA,,83,7,11.5,1.7,3.9,.425,0.2,0.7,.323,1.4,3.1,.450,.457,1.1,1.7,.693,1.0,1.2,2.2,0.6,0.5,0.3,0.6,1.9,4.7
Pete Myers,,,NBA,,377,100,16.0,1.8,4.2,.421,0.1,0.4,.219,1.7,3.8,.442,.431,1.2,1.8,.668,0.6,1.2,1.8,2.1,0.7,0.2,1.2,1.8,4.8
Svi  Mykhailiuk,,,NBA,,13,0,9.2,0.7,2.7,.257,0.5,1.7,.273,0.2,1.0,.231,.343,0.4,0.8,.500,0.2,0.3,0.5,0.9,0.2,0.0,0.6,0.5,2.2
Hamady N'Diaye,,,NBA,,33,0,4.8,0.2,0.5,.467,0.0,0.0,,0.2,0.5,.467,.467,0.2,0.4,.462,0.2,0.5,0.8,0.1,0.1,0.3,0.2,1.0,0.6
Makhtar N'Diaye,,,NBA,,4,0,6.8,0.3,1.0,.250,0.0,0.0,,0.3,1.0,.250,.250,0.8,1.0,.750,0.8,0.5,1.3,0.3,0.0,0.3,0.3,2.3,1.3
Mamadou N'Diaye,,,NBA,,69,9,12.4,1.2,2.9,.427,0.0,0.0,.000,1.2,2.9,.429,.427,1.3,1.8,.736,1.3,2.0,3.3,0.1,0.2,0.9,0.6,2.1,3.8
Boniface N'Dong,,,NBA,,23,1,6.6,1.0,2.3,.415,0.0,0.0,.000,1.0,2.3,.423,.415,0.3,0.4,.667,0.7,1.0,1.6,0.3,0.1,0.2,0.3,1.0,2.2
Bob Naber,,,NBA,,4,,2.8,0.0,1.0,.000,,,,,,,,0.3,0.5,.500,1.3,0.3,1.5,0.3
Boris Nachamkin,,,NBA,,6,,9.8,1.0,3.3,.300,,,,,,,,1.3,2.2,.615,3.2,0.5,1.0,3.3
Bostjan Nachbar,,,NBA,,317,25,17.8,2.3,5.8,.406,1.0,2.7,.375,1.3,3.1,.433,.494,1.4,1.8,.784,0.4,2.2,2.6,0.9,0.4,0.3,0.9,2.2,7.1
Abdel Nader,,,NBA,,58,1,9.6,1.0,2.8,.348,0.4,1.2,.338,0.6,1.6,.355,.419,0.4,0.7,.590,0.2,1.2,1.4,0.5,0.3,0.2,0.7,0.8,2.7
Jerry Nagel,,,NBA,,14,,,0.4,2.0,.214,,,,,,,,0.1,0.3,.250,,1.3,0.8,0.9
Fritz Nagy,,,BAA,,50,,,1.9,5.4,.347,,,,,,,,1.3,1.9,.670,,1.4,1.7,5.1
Lee Nailon,,,NBA,,306,96,19.0,3.7,7.7,.474,0.0,0.0,.111,3.7,7.7,.475,.474,1.2,1.6,.786,1.2,1.8,3.1,1.0,0.4,0.2,1.0,1.9,8.6
Eduardo Najera,,,NBA,,619,85,18.1,1.9,4.0,.481,0.2,0.6,.311,1.8,3.5,.509,.503,0.9,1.3,.671,1.4,2.3,3.7,0.8,0.7,0.4,0.6,2.2,4.9
Larry Nance,,,NBA,,920,795,33.4,6.9,12.7,.546,0.0,0.1,.145,6.9,12.6,.548,.546,3.2,4.2,.755,2.5,5.5,8.0,2.6,0.9,2.2,1.9,2.9,17.1
Larry Nance Jr.,,,NBA,,214,63,21.7,3.0,5.6,.543,0.1,0.4,.263,2.9,5.2,.562,.551,1.0,1.4,.690,2.0,4.0,6.0,1.3,1.2,0.5,0.8,2.3,7.2
Shabazz Napier,,,NBA,,255,22,15.7,2.0,5.1,.393,0.8,2.3,.364,1.1,2.7,.417,.476,1.1,1.3,.807,0.3,1.4,1.7,1.9,0.8,0.1,1.1,1.0,5.9
Paul Napolitano,,,BAA,,1,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0
Bob Nash,,,TOT,,236,,11.6,2.0,4.6,.429,0.0,0.1,.000,2.0,4.6,.430,.429,0.7,1.0,.729,1.0,1.5,2.3,0.7,0.3,0.2,0.9,1.3,4.7
Cotton Nash,,,TOT,,84,,13.6,1.8,5.4,.340,0.0,0.0,.000,1.8,5.3,.341,.340,2.0,2.5,.766,,,3.3,0.8,1.3,1.4,5.6,,
Steve Nash,,,NBA,,1217,1053,31.3,5.2,10.6,.490,1.4,3.2,.428,3.8,7.4,.518,.556,2.5,2.8,.904,0.5,2.5,3.0,8.5,0.7,0.1,2.9,1.6,14.3
Swen Nater,,,TOT,,722,7,28.7,5.1,9.6,.535,0.0,0.0,.100,5.1,9.6,.536,.535,2.1,2.9,.748,3.4,8.2,11.6,1.7,0.5,0.6,2.4,3.0,12.4
Howard Nathan,,,NBA,,5,0,3.0,1.0,1.8,.556,0.0,0.2,.000,1.0,1.6,.625,.556,0.6,0.8,.750,0.0,0.0,0.0,0.4,0.6,0.0,1.6,0.4,2.6
Calvin Natt,,,NBA,,599,371,31.4,6.7,12.7,.528,0.0,0.1,.219,6.7,12.5,.531,.529,3.8,4.9,.768,2.3,4.5,6.8,2.2,0.9,0.3,2.1,2.3,17.2
Kenny Natt,,,NBA,,49,0,7.9,1.3,3.2,.417,0.0,0.2,.200,1.3,3.0,.432,.423,0.4,0.6,.621,0.3,0.5,0.8,0.8,0.2,0.0,0.7,1.2,3.1
Willie Naulls,,,NBA,,716,,28.8,6.3,15.6,.406,,,,,,,,3.1,3.9,.812,9.1,1.6,3.1,15.8,,,,,
Juan Carlos Navarro,,,NBA,,82,30,25.8,3.8,9.3,.402,1.9,5.3,.361,1.9,4.1,.455,.504,1.5,1.8,.849,0.4,2.1,2.6,2.2,0.6,0.0,1.6,1.1,10.9
Maurice Ndour,,,NBA,,32,4,10.3,1.2,2.7,.453,0.0,0.2,.143,1.2,2.5,.481,.459,0.6,0.8,.731,0.7,1.3,2.0,0.3,0.5,0.3,0.4,0.9,3.1
Craig Neal,,,NBA,,63,0,9.9,0.9,2.5,.373,0.2,0.7,.302,0.7,1.8,.400,.415,0.4,0.7,.600,0.1,0.6,0.7,2.5,0.4,0.1,1.2,1.5,2.5
Gary Neal,,,NBA,,352,31,21.3,3.6,8.6,.422,1.3,3.4,.382,2.3,5.2,.448,.498,1.3,1.5,.850,0.2,1.9,2.2,1.6,0.4,0.0,1.0,1.5,9.9
Jim Neal,,,NBA,,80,,13.7,1.6,5.4,.301,,,,,,,,1.2,1.9,.601,3.8,0.4,2.0,4.4,,,,,
Lloyd Neal,,,NBA,,435,,25.3,4.6,9.4,.485,,,,,,,,2.0,3.0,.672,1.9,4.9,7.7,1.5,0.5,0.9,1.6,2.9,11.1
Ed Nealy,,,NBA,,540,78,12.6,1.0,2.1,.498,0.1,0.2,.292,1.0,1.8,.525,.515,0.6,0.8,.684,1.1,2.2,3.3,0.7,0.5,0.1,0.4,1.7,2.7
Nemanja Nedovic,,,NBA,,24,0,5.9,0.3,1.6,.205,0.1,0.8,.167,0.2,0.9,.238,.244,0.3,0.3,.875,0.1,0.5,0.6,0.5,0.0,0.0,0.5,0.5,1.1
Al Negratti,,,BAA,,11,,,1.2,6.3,.188,,,,,,,,0.5,0.7,.625,,0.5,1.8,2.8
Barry Nelson,,,NBA,,28,,3.6,0.5,1.3,.417,,,,,,,,0.2,0.4,.500,0.7,0.3,0.8,1.3
DeMarcus Nelson,,,NBA,,13,5,13.2,1.8,4.2,.444,0.0,0.2,.000,1.8,3.9,.471,.444,0.4,1.1,.357,0.5,1.4,1.8,1.0,0.7,0.2,1.2,1.8,4.1
Don Nelson,,,NBA,,1053,,20.6,3.8,8.0,.480,,,,,,,,2.7,3.6,.765,1.2,3.1,4.9,1.4,0.3,0.1,2.3,10.3,
Jameer Nelson,,,NBA,,878,639,27.9,4.3,9.9,.436,1.3,3.6,.368,3.0,6.3,.474,.502,1.4,1.7,.810,0.5,2.5,3.0,5.1,0.9,0.1,2.1,2.5,11.3
Louie Nelson,,,NBA,,224,,22.1,3.7,8.4,.437,,,,,,,,2.1,2.9,.738,0.9,1.5,2.4,1.9,0.9,0.1,1.5,2.0,9.4
Ron Nelson,,,ABA,,59,,8.3,1.2,2.9,.419,0.0,0.1,.333,1.2,2.9,.420,.422,0.7,0.9,.759,0.3,0.6,0.9,0.8,0.8,1.6,3.2
Ruben Nembhard,,,NBA,,10,0,11.3,1.6,3.7,.432,0.0,0.6,.000,1.6,3.1,.516,.432,0.8,1.0,.800,0.3,0.5,0.8,1.7,0.9,0.0,0.8,1.2,4.0
Dick Nemelka,,,ABA,,39,,12.9,2.1,5.5,.385,0.5,1.6,.323,1.6,3.9,.411,.432,0.8,1.3,.653,0.6,0.9,1.5,1.5,1.1,1.5,5.5
Tyrone Nesby,,,NBA,,255,118,26.1,3.6,8.9,.404,0.7,2.4,.316,2.9,6.5,.436,.446,1.6,2.1,.772,1.2,2.5,3.7,1.5,1.0,0.4,1.1,2.6,9.5
Martin Nessley,,,NBA,,44,0,7.6,0.5,1.2,.385,0.0,0.0,,0.5,1.2,.385,.385,0.2,0.4,.444,0.5,1.3,1.9,0.4,0.2,0.3,0.5,2.0,1.1
Rasho Nesterovic,,,NBA,,811,595,22.2,3.2,6.3,.502,0.0,0.0,.077,3.2,6.3,.503,.502,0.5,0.8,.585,1.9,3.2,5.1,1.0,0.4,1.2,0.9,2.7,6.8
Raul Neto,,,NBA,,171,53,14.3,1.8,4.1,.442,0.6,1.5,.383,1.2,2.6,.476,.512,0.5,0.7,.762,0.2,1.1,1.2,1.8,0.6,0.1,1.0,1.3,4.7
Bob Netolicky,,,ABA,,618,,33.3,6.6,13.3,.492,0.0,0.1,.194,6.5,13.2,.494,.493,2.8,4.3,.661,3.4,5.5,8.9,1.4,0.3,0.4,1.9,2.2,16.0
Johnny Neumann,,,TOT,,455,,23.0,5.3,12.2,.433,0.4,1.4,.269,5.0,11.0,.451,.446,2.3,3.1,.764,1.3,1.4,2.7,3.0,0.8,0.2,2.8,3.0,13.2
Paul Neumann,,,NBA,,451,,24.4,4.1,9.2,.442,,,,,,,,3.0,3.7,.799,2.9,3.2,2.9,11.1,,,,,
Chuck Nevitt,,,NBA,,155,0,5.3,0.6,1.5,.438,0.0,0.0,,0.6,1.5,.438,.438,0.3,0.6,.589,0.5,1.0,1.5,0.1,0.1,0.7,0.5,1.4,1.6
Melvin Newbern,,,NBA,,33,1,9.4,1.3,3.4,.372,0.0,0.2,.125,1.2,3.2,.390,.376,1.0,1.8,.567,0.6,0.5,1.1,1.7,0.7,0.0,1.0,1.3,3.6
Ivano Newbill,,,NBA,,134,4,10.7,0.6,1.4,.394,0.0,0.0,1.000,0.6,1.4,.391,.396,0.3,0.8,.433,1.0,1.6,2.6,0.4,0.4,0.2,0.5,1.6,1.5
Ira Newble,,,NBA,,380,197,20.1,2.1,4.6,.446,0.2,0.7,.341,1.8,4.0,.463,.470,0.7,1.0,.778,1.1,1.9,2.9,0.9,0.5,0.3,0.8,1.8,5.1
Mike Newlin,,,NBA,,837,32,29.4,5.6,12.1,.466,0.3,0.9,.302,5.6,11.9,.469,.469,3.6,4.1,.870,0.8,2.0,3.0,4.0,1.0,0.1,2.5,3.0,14.9
Johnny Newman,,,NBA,,1159,512,24.5,3.8,8.3,.461,0.5,1.5,.336,3.3,6.8,.489,.492,2.8,3.4,.810,0.8,1.4,2.2,1.5,0.9,0.2,1.4,2.8,11.0
Dave Newmark,,,TOT,,176,,12.7,2.3,5.6,.420,0.0,0.0,,2.3,5.6,.420,.420,1.0,1.6,.649,1.5,3.6,3.9,0.7,1.3,2.4,5.7,,
Bill Newton,,,ABA,,35,,5.4,0.9,2.0,.437,0.0,0.1,.500,0.9,2.0,.435,.444,0.3,0.6,.500,0.6,1.2,1.9,0.4,0.2,0.0,0.5,1.5,2.1
Georges Niang,,,NBA,,51,0,5.1,0.7,1.9,.361,0.3,1.0,.280,0.4,0.9,.447,.433,0.2,0.2,.818,0.2,0.8,1.0,0.4,0.2,0.0,0.3,0.5,1.8
Demetris Nichols,,,NBA,,18,0,3.2,0.5,1.8,.281,0.2,0.8,.200,0.3,0.9,.353,.328,0.1,0.1,.500,0.0,0.4,0.4,0.1,0.0,0.2,0.2,0.3,1.2
Jack Nichols,,,TOT,,505,,26.9,4.0,10.9,.368,,,,,,,,2.4,3.2,.752,6.9,1.9,3.0,10.4,,,NBA,,471
Andrew Nicholson,,,NBA,,285,36,14.3,2.5,5.3,.467,0.3,1.0,.321,2.2,4.4,.498,.495,0.7,0.9,.773,0.7,2.3,3.0,0.4,0.3,0.3,0.7,1.6,6.0
Gaylon Nickerson,,,NBA,,4,0,10.5,1.0,3.0,.333,0.0,0.5,.000,1.0,2.5,.400,.333,1.8,1.8,1.000,0.3,1.0,1.3,0.3,0.3,0.3,0.3,0.3,3.8
Carl Nicks,,,NBA,,156,3,16.5,2.9,6.2,.462,0.0,0.1,.000,2.9,6.2,.467,.462,1.1,1.9,.570,0.7,1.2,1.9,1.6,0.8,0.0,1.5,2.2,6.8
Rich Niemann,,,TOT,,187,,15.6,2.7,5.6,.476,0.0,0.0,,2.7,5.6,.476,.476,1.2,1.7,.735,2.0,4.6,5.8,0.8,,1.5,2.7,6.6,
Richie Niemiera,,,TOT,,115,,,2.0,5.9,.330,,,,,,,,2.1,2.6,.776,,1.8,1.7,6.0,,,NBA,,60
Mike Niles,,,NBA,,44,,5.3,1.1,3.1,.348,0.0,0.1,.500,1.0,3.0,.343,.355,0.4,0.8,.459,0.6,0.7,1.3,0.3,0.2,0.0,0.6,0.9,2.6
Kurt Nimphius,,,NBA,,564,210,20.3,2.6,5.3,.487,0.0,0.0,.100,2.6,5.3,.489,.487,1.2,1.9,.668,1.6,2.8,4.4,1.2,0.3,1.2,1.0,2.9,6.4
Dyron Nix,,,NBA,,20,0,5.5,0.7,2.0,.359,0.0,0.0,,0.7,2.0,.359,.359,0.6,0.8,.688,0.4,0.9,1.3,0.3,0.2,0.1,0.4,0.8,2.0
Norm Nixon,,,NBA,,768,416,35.5,6.8,14.1,.483,0.2,0.6,.294,6.7,13.6,.489,.488,2.0,2.6,.772,0.6,2.0,2.6,8.3,1.5,0.1,3.1,2.6,15.7
Joakim Noah,,,NBA,,626,511,28.6,3.4,7.0,.490,0.0,0.0,.000,3.4,6.9,.492,.490,2.1,3.0,.699,3.3,6.0,9.3,2.9,0.8,1.3,1.7,2.8,8.9
Chuck Noble,,,NBA,,411,,22.4,3.3,9.6,.346,,,,,,,,1.3,1.8,.731,2.6,3.3,2.7,8.0
Andres Nocioni,,,NBA,,514,203,23.4,3.8,8.7,.431,1.1,3.1,.373,2.6,5.6,.463,.497,1.9,2.3,.799,0.7,3.8,4.5,1.2,0.4,0.4,1.4,2.7,10.5
David Noel,,,NBA,,68,0,11.6,1.0,2.6,.367,0.3,0.8,.321,0.7,1.8,.387,.415,0.5,0.6,.860,0.6,1.2,1.8,1.0,0.4,0.1,0.6,1.1,2.7
Nerlens Noel,,,NBA,,245,159,24.9,3.7,7.1,.518,0.0,0.0,.250,3.7,7.1,.519,.518,1.6,2.5,.630,2.2,4.9,7.1,1.3,1.5,1.4,1.6,2.6,9.0
Paul Noel,,,TOT,,201,,4.0,1.3,4.4,.291,,,,,,,,0.7,1.1,.636,1.4,0.7,1.6,3.3,,,NBA,,125
Lucas Nogueira,,,NBA,,141,10,12.4,1.3,2.0,.632,0.1,0.2,.265,1.2,1.8,.681,.648,0.5,0.8,.640,0.9,1.9,2.8,0.5,0.6,1.0,0.5,1.6,3.2
Jim Nolan,,,NBA,,5,,,0.8,4.2,.190,,,,,,,,0.0,0.0,,,0.8,2.8,1.6
Paul Nolen,,,NBA,,1,,2.0,0.0,1.0,.000,,,,,,,,0.0,0.0,,1.0,0.0,1.0,0.0
Jeff Nordgaard,,,NBA,,13,0,3.7,0.4,1.4,.278,0.0,0.0,,0.4,1.4,.278,.278,0.6,0.7,.889,0.3,0.8,1.1,0.2,0.2,0.0,0.2,0.5,1.4
Bevo Nordmann,,,NBA,,133,,12.2,1.8,3.9,.459,,,,,,,,0.7,1.5,.490,3.9,0.5,2.2,4.3,,,,,
Johnny Norlander,,,TOT,,217,,,3.0,9.2,.329,,,,,,,,2.3,3.4,.677,1.0,1.0,2.0,8.3,,,BAA,,168
